,Titles,Genres,Developers,Publishers,ReleaseDate_JP,ReleaseDate_EU,ReleaseDate_NA,TitlesHTML,SearchLinks,HistScrapped,Reviews,LogRegSlope,LogRegIntcpt,InitPrice,MappedGenres,MappedPublishers,MappedDevelopers,ReleaseDate_Agg,Release_Year,Release_Month,Release_Day,Success,SuccessPredict,SuccessPredictProb,SuccessPredictText
629,Entwined,Action-adventure,Pixelopus,Sony Computer Entertainment,2014-06-19,2014-06-09,2014-06-09,entwined,https://psprices.com/region-us/search/?q=entwined&platform=PS4&dlc=hide,True,67.0,-0.00024407386099552697,-0.1985844747517716,9.99,Adventure,HighPublishers,LowDevelopers,2014-06-09,2014.0,6.0,9.0,0,0.0,53.845610755480166,Failure
631,Escape Plan,Puzzle,Fun Bits Interactive,Sony Computer Entertainment,2014-02-22,2013-11-29,2013-12-03,escape+plan,https://psprices.com/region-us/search/?q=escape+plan&platform=PS4&dlc=hide,True,68.0,-0.0003813682991976871,-0.04199998433315221,14.99,Puzzle,HighPublishers,MedDevelopers,2013-12-03,2013.0,12.0,3.0,0,1.0,59.440000703386254,Success
637,Etherborn,Platformer,Altered Matter,Altered Matter,2019-10-03,2019-07-18,2019-07-18,etherborn,https://psprices.com/region-us/search/?q=etherborn&platform=PS4&dlc=hide,True,70.0,0.0002553644927737598,-0.10775202903845074,16.99,Platformer,LowPublishers,LowDevelopers,2019-07-18,2019.0,7.0,18.0,0,0.0,85.79587551161484,Failure
645,Everybody's Golf,Sports,Clap Hanz,Sony Computer Entertainment,2017-08-31,2017-08-30,2017-08-29,everybodys+golf,https://psprices.com/region-us/search/?q=everybodys+golf&platform=PS4&dlc=hide,True,78.0,-0.0012909971337528013,-0.01684886949936848,39.99,Sports,HighPublishers,LowDevelopers,2017-08-29,2017.0,8.0,29.0,1,0.0,71.46479883587281,Failure
646,Everybody's Gone to the Rapture,Adventure,The Chinese Room,Sony Computer Entertainment,2015-08-11,2015-08-11,2015-08-11,everybodys+gone+to+the+rapture,https://psprices.com/region-us/search/?q=everybodys+gone+to+the+rapture&platform=PS4&dlc=hide,True,78.0,-0.00036430248659280744,-0.1594831727896327,19.99,Adventure,HighPublishers,MedDevelopers,2015-08-11,2015.0,8.0,11.0,0,0.0,59.26076950001487,Failure
648,The Evil Within,Survival horror,Tango Gameworks,Bethesda Softworks,2014-10-23,2014-10-17,2014-10-14,the+evil+within,https://psprices.com/region-us/search/?q=the+evil+within&platform=PS4&dlc=hide,True,72.0,-0.0005286680257679053,-0.17869562986579549,59.99,Horror,HighPublishers,MedDevelopers,2014-10-14,2014.0,10.0,14.0,0,1.0,72.68238156903004,Success
649,The Evil Within 2,Survival horror,Tango Gameworks,Bethesda Softworks,2017-10-19,2017-10-13,2017-10-13,the+evil+within+2,https://psprices.com/region-us/search/?q=the+evil+within+2&platform=PS4&dlc=hide,True,79.0,-0.0010361380732656206,-0.08162451700024258,59.99,Horror,HighPublishers,MedDevelopers,2017-10-13,2017.0,10.0,13.0,1,0.0,52.06257448222381,Failure
654,Exist Archive,Role-playing,tri-Ace,Spike Chunsoft,2015-12-17,2016-10-18,2016-10-18,exist+archive,https://psprices.com/region-us/search/?q=exist+archive&platform=PS4&dlc=hide,True,70.0,-0.0010930066000419683,-0.05081980873239217,59.99,RPG,MedPublishers,HighDevelopers,2016-10-18,2016.0,10.0,18.0,1,0.0,57.52033724334892,Failure
656,F1 2015,Racing,Codemasters,Codemasters,2015-07-30,2015-06-10,2015-06-21,f1+2015,https://psprices.com/region-us/search/?q=f1+2015&platform=PS4&dlc=hide,True,64.0,-0.0007964049087488081,0.0038393267018998027,54.99,Sports,MedPublishers,HighDevelopers,2015-06-21,2015.0,6.0,21.0,0,1.0,52.377695400421274,Success
657,F1 2016,Racing,Codemasters,Codemasters,2016-08-19,2016-08-19,2016-08-19,f1+2016,https://psprices.com/region-us/search/?q=f1+2016&platform=PS4&dlc=hide,True,81.0,-0.0008686949832725498,-0.015217279407647041,59.99,Sports,MedPublishers,HighDevelopers,2016-08-19,2016.0,8.0,19.0,0,0.0,64.26725532450097,Failure
658,F1 2017,Racing,Codemasters,Codemasters,2017-08-25,2017-08-25,2017-08-25,f1+2017,https://psprices.com/region-us/search/?q=f1+2017&platform=PS4&dlc=hide,True,86.0,-0.0001618011810978799,-0.2750849875012357,59.99,Sports,MedPublishers,HighDevelopers,2017-08-25,2017.0,8.0,25.0,0,0.0,75.01929756614588,Failure
659,F1 2018,Racing,Codemasters,Codemasters,2018-08-24,2018-08-24,2018-08-24,f1+2018,https://psprices.com/region-us/search/?q=f1+2018&platform=PS4&dlc=hide,True,83.0,-0.0012280634626886016,-0.022364722068913434,59.99,Sports,MedPublishers,HighDevelopers,2018-08-24,2018.0,8.0,24.0,1,0.0,78.4211671159232,Failure
660,F1 2019,Racing,Codemasters,Codemasters,2019-06-28,2019-06-28,2019-06-28,f1+2019,https://psprices.com/region-us/search/?q=f1+2019&platform=PS4&dlc=hide,True,86.0,-0.0007659347499414927,-0.18155615526036972,59.99,Sports,MedPublishers,HighDevelopers,2019-06-28,2019.0,6.0,28.0,0,0.0,84.18323612886273,Failure
661,Fairy Fencer F: Advent Dark Force,Japanese role-playing,Compile Heart,Idea Factory,2015-11-05,2016-07-29,2016-07-26,fairy+fencer+f+advent+dark+force,https://psprices.com/region-us/search/?q=fairy+fencer+f+advent+dark+force&platform=PS4&dlc=hide,True,69.0,-0.000732704248637424,-0.37581253887452387,59.99,RPG,MedPublishers,HighDevelopers,2016-07-26,2016.0,7.0,26.0,0,0.0,57.599514504181485,Failure
666,Fallen Legion: Sins of an Empire,Action role-playing,Yummy Yummy Tummy,Acttil,2018-01-31,2017-07-25,2017-07-25,fallen+legion+sins+of+an+empire,https://psprices.com/region-us/search/?q=fallen+legion+sins+of+an+empire&platform=PS4&dlc=hide,True,64.0,-0.0007146329273265798,-0.018100275163427975,19.99,Action,LowPublishers,LowDevelopers,2017-07-25,2017.0,7.0,25.0,0,0.0,74.28933594305869,Failure
667,Fallout 4,Action role-playing,Bethesda Game Studios,Bethesda Softworks,2015-12-17,2015-11-10,2015-11-10,fallout+4,https://psprices.com/region-us/search/?q=fallout+4&platform=PS4&dlc=hide,True,87.0,-0.0008460299898328077,0.027953298336391846,59.99,Action,HighPublishers,MedDevelopers,2015-11-10,2015.0,11.0,10.0,0,1.0,57.001179299707076,Success
670,Far Cry 4,First-person shooter,Ubisoft Montreal,Ubisoft,2015-01-22,2014-11-20,2014-11-18,far+cry+4,https://psprices.com/region-us/search/?q=far+cry+4&platform=PS4&dlc=hide,True,82.0,-0.000953670186494945,-0.01707872211110442,59.99,Shooter,HighPublishers,HighDevelopers,2014-11-18,2014.0,11.0,18.0,0,1.0,54.452452215951,Success
671,Far Cry 5,First-person shooter,Ubisoft Montreal,Ubisoft,2018-03-29,2018-03-27,2018-03-27,far+cry+5,https://psprices.com/region-us/search/?q=far+cry+5&platform=PS4&dlc=hide,True,82.0,-0.0006748921239498364,0.0843297804820747,59.99,Shooter,HighPublishers,HighDevelopers,2018-03-27,2018.0,3.0,27.0,0,0.0,71.29833560849099,Failure
672,Far Cry Primal,Action-adventure,Ubisoft Montreal,Ubisoft,2016-03-24,2016-02-23,2016-02-23,far+cry+primal,https://psprices.com/region-us/search/?q=far+cry+primal&platform=PS4&dlc=hide,True,76.0,-0.0013170809201147747,-0.07856177443377428,59.99,Adventure,HighPublishers,HighDevelopers,2016-02-23,2016.0,2.0,23.0,1,0.0,51.99791059120683,Failure
673,FAR: Lone Sails,Adventure,Mr. Whale's Game Service,Mixtvision,2019-05-23,2019-04-02,2019-04-02,far+lone+sails,https://psprices.com/region-us/search/?q=far+lone+sails&platform=PS4&dlc=hide,True,79.0,-0.00027123595572469127,-0.031460246025864565,14.99,Adventure,LowPublishers,LowDevelopers,2019-04-02,2019.0,4.0,2.0,0,0.0,86.17603387700805,Failure
674,Farming Simulator 15,Simulation,Giants Software,Focus Home Interactive,2015-11-26,2015-05-21,2015-05-19,farming+simulator+15,https://psprices.com/region-us/search/?q=farming+simulator+15&platform=PS4&dlc=hide,True,57.0,1.724689761700544e-05,-0.1837018734666233,49.99,Simulation,HighPublishers,MedDevelopers,2015-05-19,2015.0,5.0,19.0,0,1.0,71.7551401769827,Success
675,Farming Simulator 17,Simulation,Giants Software,Focus Home Interactive,2017-03-23,2016-10-24,2016-10-24,farming+simulator+17,https://psprices.com/region-us/search/?q=farming+simulator+17&platform=PS4&dlc=hide,True,63.0,-0.0011443336849276424,0.040096728261175746,49.99,Simulation,HighPublishers,MedDevelopers,2016-10-24,2016.0,10.0,24.0,1,1.0,57.08063209385392,Success
676,Farming Simulator 19,Simulation,Giants Software,Focus Home Interactive,2019-02-07,2018-11-20,2018-11-20,farming+simulator+19,https://psprices.com/region-us/search/?q=farming+simulator+19&platform=PS4&dlc=hide,True,68.0,-0.0008001080106922017,0.03332242177948086,49.99,Simulation,HighPublishers,MedDevelopers,2018-11-20,2018.0,11.0,20.0,0,0.0,60.170670155464414,Failure
679,Fast Striker,Shoot 'em up,NGDEV,EastAsiaSoft,2018-10-19,2018-10-17,2018-10-16,fast+striker,https://psprices.com/region-us/search/?q=fast+striker&platform=PS4&dlc=hide,True,62.0,-0.0004196159159099662,-0.05253300221779854,6.99,Shooter,MedPublishers,MedDevelopers,2018-10-16,2018.0,10.0,16.0,0,0.0,81.51460033358407,Failure
680,Fate/Extella Link,Action,Marvelous Interactive,Marvelous Interactive,2018-06-07,2019-03-22,2019-03-19,fate+extella+link,https://psprices.com/region-us/search/?q=fate+extella+link&platform=PS4&dlc=hide,True,76.0,-0.00028598430943912236,-0.0854688572827488,49.99,Action,LowPublishers,LowDevelopers,2019-03-19,2019.0,3.0,19.0,0,0.0,74.75409173149635,Failure
681,Fate/Extella: The Umbral Star,Action,Marvelous,Marvelous,2016-11-10,2017-01-20,2017-01-17,fate+extella+the+umbral+star,https://psprices.com/region-us/search/?q=fate+extella+the+umbral+star&platform=PS4&dlc=hide,True,67.0,-0.0006838526140059177,-0.04602281327399399,49.99,Action,LowPublishers,LowDevelopers,2017-01-17,2017.0,1.0,17.0,0,0.0,54.26149305407721,Failure
682,Fat Princess Adventures,"Action-adv, hack and slash",Fun Bits Interactive,Sony Computer Entertainment,2015-12-05,2015-12-05,2015-12-05,fat+princess+adventures,https://psprices.com/region-us/search/?q=fat+princess+adventures&platform=PS4&dlc=hide,True,65.0,-0.0019298299201788004,-0.13434160139208845,19.99,Action,HighPublishers,MedDevelopers,2015-12-05,2015.0,12.0,5.0,1,0.0,50.396245950722275,Failure
688,Fenix Furia,Platform,Green Lava Studios,Green Lava Studios,2016-09-16,2016-06-07,2016-06-07,fenix+furia,https://psprices.com/region-us/search/?q=fenix+furia&platform=PS4&dlc=hide,True,71.0,0.0,0.0,14.99,Platformer,LowPublishers,LowDevelopers,2016-06-07,2016.0,6.0,7.0,0,0.0,69.82508949211706,Failure
689,Feudal Alloy,Metroidvania,Attu Games,JP: Rainy FrogWW: Attu Games,2019-08-01,2019-05-16,2019-05-14,feudal+alloy,https://psprices.com/region-us/search/?q=feudal+alloy&platform=PS4&dlc=hide,True,67.0,-0.00020288221166076665,-0.09808227810399951,16.99,Action,LowPublishers,LowDevelopers,2019-05-14,2019.0,5.0,14.0,0,0.0,83.37662791836988,Failure
690,Fez,"Platform, puzzle",Polytron Corporation,Polytron Corp,2014-08-20,2014-03-26,2014-03-25,fez,https://psprices.com/region-us/search/?q=fez&platform=PS4&dlc=hide,True,82.0,-0.0014501115518194962,-0.3089838991131083,12.99,Puzzle,LowPublishers,LowDevelopers,2014-03-25,2014.0,3.0,25.0,1,0.0,68.70704877914082,Failure
694,FIFA 15,Sports,EA Canada,Electronic Arts,2014-10-09,2014-09-23,2014-09-25,fifa+15,https://psprices.com/region-us/search/?q=fifa+15&platform=PS4&dlc=hide,True,82.0,-0.001983785399162456,-0.02879800924515029,59.99,Sports,HighPublishers,HighDevelopers,2014-09-25,2014.0,9.0,25.0,1,1.0,53.38471554435256,Success
697,FIFA 18,Sports,EA Canada,Electronic Arts,2017-09-29,2017-09-29,2017-09-29,fifa+18,https://psprices.com/region-us/search/?q=fifa+18&platform=PS4&dlc=hide,True,83.0,-0.0018318588686606018,0.12993634914172958,59.99,Sports,HighPublishers,HighDevelopers,2017-09-29,2017.0,9.0,29.0,1,0.0,69.34771461552064,Failure
702,Figment,"Adventure, puzzle",Bedtime Digital,Bedtime Digital,2019-04-25,2019-05-14,2019-05-14,figment,https://psprices.com/region-us/search/?q=figment&platform=PS4&dlc=hide,True,77.0,-0.00015554299406545248,-0.10491376963449672,19.99,Puzzle,LowPublishers,LowDevelopers,2019-05-14,2019.0,5.0,14.0,0,0.0,86.16223762107487,Failure
704,Final Fantasy VII,Action role-playing,Square Enix,Square Enix,2015-12-06,2015-12-05,2015-12-05,final+fantasy+vii,https://psprices.com/region-us/search/?q=final+fantasy+vii&platform=PS4&dlc=hide,True,60.0,-0.0003323180517612042,0.18979903500862608,10.87,Action,HighPublishers,HighDevelopers,2015-12-05,2015.0,12.0,5.0,0,0.0,62.91888649570427,Failure
705,Final Fantasy VII Remake,Action role-playing,Square Enix,Square Enix,2020-04-10,2020-04-10,2020-04-10,final+fantasy+vii+remake,https://psprices.com/region-us/search/?q=final+fantasy+vii+remake&platform=PS4&dlc=hide,True,81.0,0.0,0.0,59.99,Action,HighPublishers,HighDevelopers,2020-04-10,2020.0,4.0,10.0,0,0.0,78.00805114409035,Failure
706,Final Fantasy VIII Remastered,Action role-playing,Square Enix,Square Enix,2019-09-03,2019-09-03,2019-09-03,final+fantasy+viii+remastered,https://psprices.com/region-us/search/?q=final+fantasy+viii+remastered&platform=PS4&dlc=hide,True,82.0,-0.00036889290758054035,-0.060617232864293887,19.99,Action,HighPublishers,HighDevelopers,2019-09-03,2019.0,9.0,3.0,0,0.0,88.16416712139805,Failure
707,Final Fantasy IX,Action role-playing,Square Enix,Square Enix,2017-09-19,2017-09-19,2017-09-19,final+fantasy+ix,https://psprices.com/region-us/search/?q=final+fantasy+ix&platform=PS4&dlc=hide,True,83.0,2.096689353861965e-05,0.049895450836213745,16.79,Action,HighPublishers,HighDevelopers,2017-09-19,2017.0,9.0,19.0,0,0.0,85.07721005428748,Failure
708,Final Fantasy X/X-2 HD Remaster,Action role-playing,Square Enix,Square Enix,2015-05-14,2015-05-15,2015-05-12,final+fantasy+x+x-2+hd+remaster,https://psprices.com/region-us/search/?q=final+fantasy+x+x-2+hd+remaster&platform=PS4&dlc=hide,True,82.0,-0.0007540197491306871,-0.04240324867743907,49.99,Action,HighPublishers,HighDevelopers,2015-05-12,2015.0,5.0,12.0,0,0.0,53.39600720038358,Failure
709,Final Fantasy XII: The Zodiac Age,Action role-playing,Square Enix,Square Enix,2017-07-13,2017-07-11,2017-07-11,final+fantasy+xii+the+zodiac+age,https://psprices.com/region-us/search/?q=final+fantasy+xii+the+zodiac+age&platform=PS4&dlc=hide,True,86.0,-0.0006283470221581725,0.03657428242787862,49.99,Action,HighPublishers,HighDevelopers,2017-07-11,2017.0,7.0,11.0,0,0.0,70.41771288155134,Failure
716,Final Fantasy Type-0 HD,Action role-playing,Square Enix,Square Enix,2015-03-19,2015-03-20,2015-03-17,final+fantasy+type-0+hd,https://psprices.com/region-us/search/?q=final+fantasy+type-0+hd&platform=PS4&dlc=hide,True,72.0,-0.0013120505417675218,-0.09169626939093721,59.99,Action,HighPublishers,HighDevelopers,2015-03-17,2015.0,3.0,17.0,1,1.0,59.38862221823767,Success
720,Firewatch,Adventure,Campo Santo,Campo Santo,2016-02-09,2016-02-09,2016-02-09,firewatch,https://psprices.com/region-us/search/?q=firewatch&platform=PS4&dlc=hide,True,80.0,-0.0007445940831314159,0.02489855076575131,19.99,Adventure,LowPublishers,LowDevelopers,2016-02-09,2016.0,2.0,9.0,0,0.0,71.27045814485552,Failure
724,Fist of the North Star: Lost Paradise,Action-adventure,Sega CS1,Sega,2018-03-08,2018-10-02,2018-10-02,fist+of+the+north+star+lost+paradise,https://psprices.com/region-us/search/?q=fist+of+the+north+star+lost+paradise&platform=PS4&dlc=hide,True,78.0,-0.0011766913613127311,0.0016256936931614424,59.99,Adventure,HighPublishers,LowDevelopers,2018-10-02,2018.0,10.0,2.0,1,0.0,60.340390965584504,Failure
729,Five Nights at Freddy's: Help Wanted,Survival horror,Clickteam,Steel Wool,2019-12-20,2019-05-28,2019-05-28,five+nights+at+freddys+help+wanted,https://psprices.com/region-us/search/?q=five+nights+at+freddys+help+wanted&platform=PS4&dlc=hide,True,78.0,-6.548427455390844e-05,-0.08039682980459335,29.99,Horror,MedPublishers,HighDevelopers,2019-05-28,2019.0,5.0,28.0,0,0.0,89.54990039504827,Failure
733,FlatOut 4: Total Insanity,Racing,Kylotonn,Strategy First,2017-08-31,2017-03-17,2017-03-17,flatout+4+total+insanity,https://psprices.com/region-us/search/?q=flatout+4+total+insanity&platform=PS4&dlc=hide,True,64.0,-0.0026229211990118277,-0.11593865322603665,49.99,Sports,LowPublishers,HighDevelopers,2017-03-17,2017.0,3.0,17.0,1,0.0,58.639107650091084,Failure
734,Flinthook,Actionplatform,Tribute Games,Tribute Games,2017-04-14,2017-04-14,2017-04-14,flinthook,https://psprices.com/region-us/search/?q=flinthook&platform=PS4&dlc=hide,True,76.0,-0.001088179289579894,0.059442438493877606,14.99,Action,LowPublishers,MedDevelopers,2017-04-14,2017.0,4.0,14.0,1,0.0,75.0172928885106,Failure
735,Flipping Death,Adventure,Zoink,Zoink,2018-08-07,2018-08-07,2018-08-07,flipping+death,https://psprices.com/region-us/search/?q=flipping+death&platform=PS4&dlc=hide,True,79.0,-0.0006556096576662236,-0.08601342643971649,19.99,Adventure,LowPublishers,MedDevelopers,2018-08-07,2018.0,8.0,7.0,0,0.0,79.56546952030862,Failure
738,Flower,Adventure,Bluepoint Games,Sony Computer Entertainment,2014-02-22,2013-11-29,2013-11-15,flower,https://psprices.com/region-us/search/?q=flower&platform=PS4&dlc=hide,True,95.0,-5.953848715579454e-05,-0.3390467685715165,6.99,Adventure,HighPublishers,LowDevelopers,2013-11-15,2013.0,11.0,15.0,0,0.0,71.97397134676417,Failure
741,Forager,Adventure,HopFrog,Humble Bundle,2019-07-31,2019-07-30,2019-07-30,forager,https://psprices.com/region-us/search/?q=forager&platform=PS4&dlc=hide,True,75.0,-0.0002395359293382712,-0.04384212024329598,19.99,Adventure,LowPublishers,LowDevelopers,2019-07-30,2019.0,7.0,30.0,0,0.0,88.33908476488918,Failure
742,For Honor,Adventure,Ubisoft Montreal,Ubisoft,2017-02-16,2017-02-14,2017-02-14,for+honor,https://psprices.com/region-us/search/?q=for+honor&platform=PS4&dlc=hide,True,76.0,-0.001262942268180568,0.2651640856443893,59.99,Adventure,HighPublishers,HighDevelopers,2017-02-14,2017.0,2.0,14.0,1,0.0,56.32177341416094,Failure
744,The Forest,Survival adventure,SKS Games,SKS Games,2018-11-06,2018-11-06,2018-11-06,the+forest,https://psprices.com/region-us/search/?q=the+forest&platform=PS4&dlc=hide,True,78.0,-0.000787103050958148,-0.0188457534826679,19.99,Adventure,LowPublishers,LowDevelopers,2018-11-06,2018.0,11.0,6.0,0,0.0,83.28861953791078,Failure
745,Forgotton Anne,Adventure,ThroughLine Games,Square Enix,2019-02-28,2018-05-15,2018-05-15,forgotton+anne,https://psprices.com/region-us/search/?q=forgotton+anne&platform=PS4&dlc=hide,True,81.0,-0.0005672449608879868,-0.013494326430910484,19.99,Adventure,HighPublishers,LowDevelopers,2018-05-15,2018.0,5.0,15.0,0,0.0,82.21765796938735,Failure
746,Forma.8,Action-adventure,MixedBag,MixedBag,2017-09-28,2017-02-28,2017-02-28,forma8,https://psprices.com/region-us/search/?q=forma8&platform=PS4&dlc=hide,True,77.0,-0.002054854036444145,-0.11184542447664664,14.99,Adventure,LowPublishers,MedDevelopers,2017-02-28,2017.0,2.0,28.0,1,0.0,77.9341648971904,Failure
753,Freedom Planet,Platform,GalaxyTrail,GalaxyTrail,2018-08-30,2017-03-21,2017-08-25,freedom+planet,https://psprices.com/region-us/search/?q=freedom+planet&platform=PS4&dlc=hide,True,80.0,0.0,0.0,14.99,Platformer,LowPublishers,LowDevelopers,2017-08-25,2017.0,8.0,25.0,0,0.0,84.1543488432073,Failure
754,Friday the 13th: The Game,Survival horror,Gun Media,IllFonic,2018-08-02,2017-05-26,2017-05-26,friday+the+13th+the+game,https://psprices.com/region-us/search/?q=friday+the+13th+the+game&platform=PS4&dlc=hide,True,60.0,-0.0005363029654959921,0.034241082637477396,39.99,Horror,LowPublishers,LowDevelopers,2017-05-26,2017.0,5.0,26.0,0,0.0,60.42321459985403,Failure
759,Furi,"Action, shoot 'em up",The Game Bakers,The Game Bakers,2016-08-03,2016-07-05,2016-07-05,furi,https://psprices.com/region-us/search/?q=furi&platform=PS4&dlc=hide,True,78.0,-0.001451595334867662,0.005357960004972219,24.99,Action,LowPublishers,LowDevelopers,2016-07-05,2016.0,7.0,5.0,1,0.0,68.90378078197367,Failure
762,Future Unfolding,"Adventure, puzzle",Spaces of Play,Spaces of Play,2017-05-16,2017-05-16,2017-05-16,future+unfolding,https://psprices.com/region-us/search/?q=future+unfolding&platform=PS4&dlc=hide,True,72.0,0.0,0.0,19.99,Puzzle,LowPublishers,LowDevelopers,2017-05-16,2017.0,5.0,16.0,0,0.0,75.56520148475393,Failure
767,Gal*Gun: Double Peace,Rail shooter,Inti Creates,Alchemist,2015-08-06,2016-03-11,2016-08-02,gal*gun+double+peace,https://psprices.com/region-us/search/?q=gal*gun+double+peace&platform=PS4&dlc=hide,True,65.0,-0.0026834415435486435,0.10176443378318034,59.99,Shooter,LowPublishers,HighDevelopers,2016-08-02,2016.0,8.0,2.0,1,1.0,55.76083768236176,Success
768,Gal*Gun 2,Rail shooter,Inti Creates,Inti Creates,2018-03-15,2018-04-13,2018-04-24,gal*gun+2,https://psprices.com/region-us/search/?q=gal*gun+2&platform=PS4&dlc=hide,True,60.0,-0.00138854761943991,0.002446767577943071,59.99,Shooter,LowPublishers,HighDevelopers,2018-04-24,2018.0,4.0,24.0,1,0.0,59.72516060005218,Failure
