,Titles,Genres,Developers,Publishers,ReleaseDate_JP,ReleaseDate_EU,ReleaseDate_NA,TitlesHTML,SearchLinks,HistScrapped,Reviews,LogRegSlope,LogRegIntcpt,InitPrice,MappedGenres,MappedPublishers,MappedDevelopers,ReleaseDate_Agg,Release_Year,Release_Month,Release_Day,Success
1441,Paranoia: Happiness is Mandatory,Role-playing,Black ShamrockCyanide Studio,Bigben Interactive,,,,paranoia+happiness+is+mandatory,https://psprices.com/region-us/search/?q=paranoia+happiness+is+mandatory&platform=PS4&dlc=hide,True,77.0,-0.0005765103437412342,-0.1811205794934218,49.99,RPG,HighPublishers,LowDevelopers,,,,,0
1442,PaRappa the Rapper Remastered,Rhythm,NanaOn-Sha,Sony Interactive Entertainment,2017-04-20,2017-04-04,2017-04-04,parappa+the+rapper+remastered,https://psprices.com/region-us/search/?q=parappa+the+rapper+remastered&platform=PS4&dlc=hide,True,60.0,-0.001815044331084711,0.015625164241511932,14.99,Platformer,HighPublishers,LowDevelopers,2017-04-04,2017.0,4.0,4.0,1
1443,The Park,Horror,Funcom,Funcom,2016-05-03,2016-05-03,2016-05-03,the+park,https://psprices.com/region-us/search/?q=the+park&platform=PS4&dlc=hide,True,67.0,-0.0017455487766216736,0.020766100804887395,12.99,Horror,LowPublishers,MedDevelopers,2016-05-03,2016.0,5.0,3.0,1
1444,Patapon Remastered,"Rhythm, god game",SCE Japan Studio,Sony Interactive Entertainment,2017-08-01,2017-08-01,2017-08-01,patapon+remastered,https://psprices.com/region-us/search/?q=patapon+remastered&platform=PS4&dlc=hide,True,68.0,0.0,0.0,14.99,Puzzle,HighPublishers,HighDevelopers,2017-08-01,2017.0,8.0,1.0,0
1445,Patapon 2 Remastered,"Rhythm, god game",SCE Japan Studio,Sony Interactive Entertainment,,,,patapon+2+remastered,https://psprices.com/region-us/search/?q=patapon+2+remastered&platform=PS4&dlc=hide,False,,,,,Puzzle,HighPublishers,HighDevelopers,,,,,1
1446,The Pathless,Action-adventure,Giant Squid,Annapurna Interactive,,,,the+pathless,https://psprices.com/region-us/search/?q=the+pathless&platform=PS4&dlc=hide,False,,,,,Adventure,MedPublishers,MedDevelopers,,,,,1
1447,Path of Sin: Greed,Hidden object,Cordelia Games,Artifex Mundi,,2019-08-20,2019-08-20,path+of+sin+greed,https://psprices.com/region-us/search/?q=path+of+sin+greed&platform=PS4&dlc=hide,True,,,,,Platformer,HighPublishers,MedDevelopers,2019-08-20,2019.0,8.0,20.0,1
1448,Pathologic,"Adventure, survival",Ice-Pick Lodge,Ice-Pick Lodge,,,,pathologic,https://psprices.com/region-us/search/?q=pathologic&platform=PS4&dlc=hide,False,,,,,Adventure,LowPublishers,MedDevelopers,,,,,1
1449,Pato Box,Actionsports,Bromio,Bromio,2019-05-16,,2018-08-28,pato+box,https://psprices.com/region-us/search/?q=pato+box&platform=PS4&dlc=hide,True,72.0,-0.0006250926330468527,0.027256470579605244,13.49,Sports,LowPublishers,LowDevelopers,2018-08-28,2018.0,8.0,28.0,0
1450,Party Golf,Party,Giant Margarita,Giant Margarita,,2016-10-04,2016-10-26,party+golf,https://psprices.com/region-us/search/?q=party+golf&platform=PS4&dlc=hide,True,77.0,-0.0013940271905966701,-0.010833896355267056,14.99,Puzzle,LowPublishers,LowDevelopers,2016-10-26,2016.0,10.0,26.0,1
1451,Payday 2: Crimewave Edition,First-person shooter,Overkill Software,505 Games,,2015-06-10,2015-06-16,payday+2+crimewave+edition,https://psprices.com/region-us/search/?q=payday+2+crimewave+edition&platform=PS4&dlc=hide,True,69.0,-0.0020958871239870206,0.29527988657584125,37.49,Shooter,HighPublishers,LowDevelopers,2015-06-16,2015.0,6.0,16.0,1
1452,PC Building Simulator,Simulation,"Claudiu Kiss, TIC",The Irregular Corporation,,2019-08-13,2019-08-13,pc+building+simulator,https://psprices.com/region-us/search/?q=pc+building+simulator&platform=PS4&dlc=hide,True,74.0,-0.0005042397631686605,-0.0383937453714804,19.99,Simulation,LowPublishers,LowDevelopers,2019-08-13,2019.0,8.0,13.0,0
1453,The Peanuts Movie: Snoopy's Grand Adventure,Platformer,Beenox,Activision,,2015-11-06,2015-11-03,the+peanuts+movie+snoopys+grand+adventure,https://psprices.com/region-us/search/?q=the+peanuts+movie+snoopys+grand+adventure&platform=PS4&dlc=hide,False,,,,,Platformer,HighPublishers,MedDevelopers,2015-11-03,2015.0,11.0,3.0,1
1454,Peggle 2,Puzzle,PopCap Games,Electronic Arts,2014-10-21,2014-10-15,2014-10-14,peggle+2,https://psprices.com/region-us/search/?q=peggle+2&platform=PS4&dlc=hide,True,,,,,Puzzle,HighPublishers,MedDevelopers,2014-10-14,2014.0,10.0,14.0,1
1455,Penarium,Platformer,Self Made Miracle,Team17,,2015-09-22,2015-09-22,penarium,https://psprices.com/region-us/search/?q=penarium&platform=PS4&dlc=hide,True,,,,,Platformer,HighPublishers,LowDevelopers,2015-09-22,2015.0,9.0,22.0,1
1456,Penguin Wars,Action,City Connection,City Connection,2019-08-01,2018-09-25,2018-09-25,penguin+wars,https://psprices.com/region-us/search/?q=penguin+wars&platform=PS4&dlc=hide,True,,,,,Action,LowPublishers,MedDevelopers,2018-09-25,2018.0,9.0,25.0,1
1457,Perception,"Adventure, horror",Deep End Games,Feardemic,,2017-06-07,2017-06-07,perception,https://psprices.com/region-us/search/?q=perception&platform=PS4&dlc=hide,True,,,,,Horror,LowPublishers,LowDevelopers,2017-06-07,2017.0,6.0,7.0,1
1458,Perfect Universe,Actionpuzzle,Will Sykes Games,Will Sykes Games,2016-11-09,2016-05-17,2016-05-17,perfect+universe,https://psprices.com/region-us/search/?q=perfect+universe&platform=PS4&dlc=hide,True,56.0,-0.0010320987219206356,-0.14234861213096037,9.99,Puzzle,LowPublishers,LowDevelopers,2016-05-17,2016.0,5.0,17.0,1
1459,Persian Nights: Sands of Wonders,Hidden object,Artifex Mundi,Artifex Mundi,,2018-08-17,2018-08-17,persian+nights+sands+of+wonders,https://psprices.com/region-us/search/?q=persian+nights+sands+of+wonders&platform=PS4&dlc=hide,True,76.0,-0.00036170808075729953,-0.20804509659709708,14.99,Platformer,HighPublishers,HighDevelopers,2018-08-17,2018.0,8.0,17.0,0
1460,The Persistence,First-person shooter,Firesprite,Firesprite,2019-01-21,2018-07-24,2018-07-24,the+persistence,https://psprices.com/region-us/search/?q=the+persistence&platform=PS4&dlc=hide,True,,,,,Shooter,LowPublishers,LowDevelopers,2018-07-24,2018.0,7.0,24.0,1
1461,Persona 3: Dancing Moon Night,Rhythm,P-Studio,Atlus,2018-05-24,2018-12-04,2018-12-04,persona+3+dancing+moon+night,https://psprices.com/region-us/search/?q=persona+3+dancing+moon+night&platform=PS4&dlc=hide,False,,,,,Platformer,MedPublishers,HighDevelopers,2018-12-04,2018.0,12.0,4.0,1
1462,Persona 4: Dancing All Night,Rhythm,P-Studio,Atlus,2018-05-24,2018-12-04,2018-12-04,persona+4+dancing+all+night,https://psprices.com/region-us/search/?q=persona+4+dancing+all+night&platform=PS4&dlc=hide,False,,,,,Platformer,MedPublishers,HighDevelopers,2018-12-04,2018.0,12.0,4.0,1
1463,Persona 5,Role-playing,P-Studio,Atlus,2016-09-15,2017-04-04,2017-04-04,persona+5,https://psprices.com/region-us/search/?q=persona+5&platform=PS4&dlc=hide,True,94.0,-0.0009289904810175027,0.11426877257815665,59.99,RPG,MedPublishers,HighDevelopers,2017-04-04,2017.0,4.0,4.0,0
1464,Persona 5: Dancing Star Night,Rhythm,P-Studio,Atlus,2018-05-24,2018-12-04,2018-12-04,persona+5+dancing+star+night,https://psprices.com/region-us/search/?q=persona+5+dancing+star+night&platform=PS4&dlc=hide,False,,,,,Platformer,MedPublishers,HighDevelopers,2018-12-04,2018.0,12.0,4.0,1
1465,Persona 5 Royal,Role-playing,P-Studio,Atlus,2019-10-31,2020-03-31,2020-03-31,persona+5+royal,https://psprices.com/region-us/search/?q=persona+5+royal&platform=PS4&dlc=hide,True,,,,,RPG,MedPublishers,HighDevelopers,2020-03-31,2020.0,3.0,31.0,1
1466,Persona 5 Scramble,Action role-playing,Omega ForceP-Studio,Atlus,2020-02-20,,,persona+5+scramble,https://psprices.com/region-us/search/?q=persona+5+scramble&platform=PS4&dlc=hide,False,,,,,Action,MedPublishers,LowDevelopers,2020-02-20,2020.0,2.0,20.0,1
1467,Phantom Blade: Mirage,OPCD/S-game,OPCD/S-game,Released exclusively in Asia (Nov 2015),,,,phantom+blade+mirage,https://psprices.com/region-us/search/?q=phantom+blade+mirage&platform=PS4&dlc=hide,False,,,,,Simulation,LowPublishers,LowDevelopers,,,,,1
1468,Phantom Breaker: Battle Grounds Overdrive,Beat 'em up,5pb.,5pb.,2015-07-21,2015-08-17,2015-07-23,phantom+breaker+battle+grounds+overdrive,https://psprices.com/region-us/search/?q=phantom+breaker+battle+grounds+overdrive&platform=PS4&dlc=hide,False,,,,,Action,MedPublishers,HighDevelopers,2015-07-23,2015.0,7.0,23.0,1
1469,Phantom Doctrine,"Action, turn-based tactics",CreativeForge,Good Shepherd Entertainment,,2018-08-14,2018-08-14,phantom+doctrine,https://psprices.com/region-us/search/?q=phantom+doctrine&platform=PS4&dlc=hide,True,72.0,0.000118181032813584,0.05942171510368932,35.99,Strategy,LowPublishers,LowDevelopers,2018-08-14,2018.0,8.0,14.0,0
1470,Phantom Trigger,Role-playing,Bread Team,tinyBuild,,2017-08-10,2017-08-10,phantom+trigger,https://psprices.com/region-us/search/?q=phantom+trigger&platform=PS4&dlc=hide,True,61.0,-0.0017556250009051135,-0.031304501866752814,14.99,RPG,MedPublishers,LowDevelopers,2017-08-10,2017.0,8.0,10.0,1
1471,Pharaonic,Action role-playing,Milkstone Studios,Milkstone Studios,,2016-06-28,2016-06-28,pharaonic,https://psprices.com/region-us/search/?q=pharaonic&platform=PS4&dlc=hide,True,78.0,-0.0003966085209632617,-0.1207333355527655,15.99,Action,MedPublishers,MedDevelopers,2016-06-28,2016.0,6.0,28.0,0
1472,Phoenix Point,Strategyturn-based tactics,Snapshot Games,Snapshot Games,2020-01-01,,,phoenix+point,https://psprices.com/region-us/search/?q=phoenix+point&platform=PS4&dlc=hide,False,,,,,Strategy,LowPublishers,LowDevelopers,2020-01-01,2020.0,1.0,1.0,1
1473,Phoenix Wright: Ace Attorney Trilogy,"Adventure, visual novel",Capcom,Capcom,,2019-04-09,2019-04-09,phoenix+wright+ace+attorney+trilogy,https://psprices.com/region-us/search/?q=phoenix+wright+ace+attorney+trilogy&platform=PS4&dlc=hide,True,90.0,-0.00016295272066141196,-0.12960982510684116,29.99,Adventure,HighPublishers,HighDevelopers,2019-04-09,2019.0,4.0,9.0,0
1474,Pic-a-Pix Pieces,Nonogrampuzzle,Lightwood Games,JP: Rainy FrogWW: Lightwood Games,2019-03-20,2019-01-08,2019-01-08,pic-a-pix+pieces,https://psprices.com/region-us/search/?q=pic-a-pix+pieces&platform=PS4&dlc=hide,True,60.0,0.0004690017702972374,-0.4019901671046097,7.99,Puzzle,LowPublishers,MedDevelopers,2019-01-08,2019.0,1.0,8.0,0
1475,Pier Solar and the Great Architects,Role-playing,WaterMelon,WaterMelon,2014-09-30,2014-09-30,2014-09-30,pier+solar+and+the+great+architects,https://psprices.com/region-us/search/?q=pier+solar+and+the+great+architects&platform=PS4&dlc=hide,True,62.0,-0.0013166099927286433,-0.05972118324411979,14.99,RPG,LowPublishers,LowDevelopers,2014-09-30,2014.0,9.0,30.0,1
1476,Pig Eat Ball,Arcadepuzzle,Mommy's Best Games,Mommy's Best Games,,2019-10-18,2019-10-18,pig+eat+ball,https://psprices.com/region-us/search/?q=pig+eat+ball&platform=PS4&dlc=hide,True,,,,,Puzzle,LowPublishers,LowDevelopers,2019-10-18,2019.0,10.0,18.0,1
1477,Pillar,Puzzle,MichaelArts,MichaelArts,2015-02-17,2015-02-17,2015-02-17,pillar,https://psprices.com/region-us/search/?q=pillar&platform=PS4&dlc=hide,True,,,,,Puzzle,LowPublishers,LowDevelopers,2015-02-17,2015.0,2.0,17.0,1
1478,Pillars of Eternity,Role-playing,Obsidian Entertainment,Paradox Interactive,2017-08-22,2017-08-22,2017-08-22,pillars+of+eternity,https://psprices.com/region-us/search/?q=pillars+of+eternity&platform=PS4&dlc=hide,False,,,,,RPG,MedPublishers,HighDevelopers,2017-08-22,2017.0,8.0,22.0,1
1479,Pillars of Eternity II: Deadfire,Role-playing,Obsidian Entertainment,THQ Nordic,2020-01-28,2020-01-28,2020-01-28,pillars+of+eternity+ii+deadfire,https://psprices.com/region-us/search/?q=pillars+of+eternity+ii+deadfire&platform=PS4&dlc=hide,True,,,,,RPG,MedPublishers,HighDevelopers,2020-01-28,2020.0,1.0,28.0,1
1480,The Pillars of the Earth,Adventure,Daedalic Entertainment,Daedalic Entertainment,,2017-08-16,2017-08-15,the+pillars+of+the+earth,https://psprices.com/region-us/search/?q=the+pillars+of+the+earth&platform=PS4&dlc=hide,True,77.0,-0.0007736314700223848,-0.07619019893022522,39.99,Adventure,MedPublishers,HighDevelopers,2017-08-15,2017.0,8.0,15.0,0
1481,Pinstripe,"Adventure, puzzle",Atmos Games,Armor Games,,2018-02-13,2018-02-12,pinstripe,https://psprices.com/region-us/search/?q=pinstripe&platform=PS4&dlc=hide,True,72.0,-0.0003525287470209753,-0.01098874481608573,14.99,Puzzle,LowPublishers,LowDevelopers,2018-02-12,2018.0,2.0,12.0,0
1482,PixARK,Survival,Snail Games,Snail Games,2019-07-04,2019-05-31,2019-06-04,pixark,https://psprices.com/region-us/search/?q=pixark&platform=PS4&dlc=hide,True,71.0,-0.00029213243120311636,-0.1773759382055162,59.99,Action,LowPublishers,LowDevelopers,2019-06-04,2019.0,6.0,4.0,0
1483,Pix the Cat,Arcade,Pasta Games,Pasta Games,2014-10-07,2014-10-07,2014-10-07,pix+the+cat,https://psprices.com/region-us/search/?q=pix+the+cat&platform=PS4&dlc=hide,True,80.0,-0.0030915224085387967,-0.10205090062000216,16.49,Action,LowPublishers,LowDevelopers,2014-10-07,2014.0,10.0,7.0,1
1484,Pixel Piracy,Role-playing,Abstraction Games / 505,Re-Logic,,2016-02-17,2016-02-16,pixel+piracy,https://psprices.com/region-us/search/?q=pixel+piracy&platform=PS4&dlc=hide,True,52.0,-0.0011952853084357092,-0.2006522402146944,14.99,RPG,LowPublishers,LowDevelopers,2016-02-16,2016.0,2.0,16.0,1
1485,PixelJunk Monsters 2,Tower defense,Q-Games,Spike Chunsoft,2018-05-25,2018-05-25,2018-05-25,pixeljunk+monsters+2,https://psprices.com/region-us/search/?q=pixeljunk+monsters+2&platform=PS4&dlc=hide,True,76.0,-0.00045222330469871393,-0.14088225359603868,14.99,Strategy,MedPublishers,LowDevelopers,2018-05-25,2018.0,5.0,25.0,0
1486,PixelJunk Shooter Ultimate,Shooter,Double Eleven / Q-Games,Sony Computer Entertainment,2014-06-18,2014-06-04,2014-06-03,pixeljunk+shooter+ultimate,https://psprices.com/region-us/search/?q=pixeljunk+shooter+ultimate&platform=PS4&dlc=hide,True,,,,,Shooter,HighPublishers,LowDevelopers,2014-06-03,2014.0,6.0,3.0,1
1487,Pixel Noir,Role-playing,SWDTech Games,SWDTech Games,,,,pixel+noir,https://psprices.com/region-us/search/?q=pixel+noir&platform=PS4&dlc=hide,False,,,,,RPG,LowPublishers,LowDevelopers,,,,,1
1488,Plague Inc: Evolved,Strategy,Ndemic Creations,Ndemic Creations,2016-05-30,2016-05-30,2016-05-30,plague+inc+evolved,https://psprices.com/region-us/search/?q=plague+inc+evolved&platform=PS4&dlc=hide,True,80.0,-0.0008229218016958891,-0.01237430561068622,14.99,Strategy,LowPublishers,LowDevelopers,2016-05-30,2016.0,5.0,30.0,0
1489,Planescape: Torment: Enhanced Edition,Role-playing,Beamdog,Skybound Games,,2019-09-27,2019-09-24,planescape+torment+enhanced+edition,https://psprices.com/region-us/search/?q=planescape+torment+enhanced+edition&platform=PS4&dlc=hide,True,,,,,RPG,MedPublishers,HighDevelopers,2019-09-24,2019.0,9.0,24.0,1
1490,Planet Coaster,Construction and management simulation,Frontier Developments,Frontier Developments,2020-01-01,,,planet+coaster,https://psprices.com/region-us/search/?q=planet+coaster&platform=PS4&dlc=hide,False,,,,,Simulation,LowPublishers,MedDevelopers,2020-01-01,2020.0,1.0,1.0,1
1491,Planet of the Apes: Last Frontier,Interactive fiction,The Imaginati Studios,FoxNext,2019-10-08,2017-11-21,2017-11-21,planet+of+the+apes+last+frontier,https://psprices.com/region-us/search/?q=planet+of+the+apes+last+frontier&platform=PS4&dlc=hide,True,63.0,-0.002143240120858103,-0.11351227223174629,29.99,Adventure,LowPublishers,LowDevelopers,2017-11-21,2017.0,11.0,21.0,1
1492,Plants vs Zombies: Battle for Neighborville,Third-person shooter,PopCap Games,Electronic Arts,2019-10-18,2019-10-18,2019-10-18,plants+vs+zombies+battle+for+neighborville,https://psprices.com/region-us/search/?q=plants+vs+zombies+battle+for+neighborville&platform=PS4&dlc=hide,True,,,,,Shooter,HighPublishers,MedDevelopers,2019-10-18,2019.0,10.0,18.0,1
1493,Plants vs. Zombies: Garden Warfare,Third-person shooter,PopCap Games,Electronic Arts,2014-09-04,2014-08-21,2014-08-19,plants+vs+zombies+garden+warfare,https://psprices.com/region-us/search/?q=plants+vs+zombies+garden+warfare&platform=PS4&dlc=hide,True,78.0,,,39.99,Shooter,HighPublishers,MedDevelopers,2014-08-19,2014.0,8.0,19.0,1
1494,Plants vs. Zombies: Garden Warfare 2,Third-person shooter,PopCap Games,Electronic Arts,2016-08-24,2016-02-23,2016-02-23,plants+vs+zombies+garden+warfare+2,https://psprices.com/region-us/search/?q=plants+vs+zombies+garden+warfare+2&platform=PS4&dlc=hide,True,81.0,-0.0009703432697273434,0.032863128946598125,59.99,Shooter,HighPublishers,MedDevelopers,2016-02-23,2016.0,2.0,23.0,0
1495,PlayerUnknown's Battlegrounds,Battle royale,Bluehole,Bluehole,2018-12-07,2018-12-07,2018-12-07,playerunknowns+battlegrounds,https://psprices.com/region-us/search/?q=playerunknowns+battlegrounds&platform=PS4&dlc=hide,True,79.0,-0.0002648654000977509,-0.16017629965594,29.99,Action,LowPublishers,LowDevelopers,2018-12-07,2018.0,12.0,7.0,0
1496,Pneuma: Breath of Life,Puzzle,Deco Digital,Deco Digital,2015-07-07,2015-07-07,2015-07-07,pneuma+breath+of+life,https://psprices.com/region-us/search/?q=pneuma+breath+of+life&platform=PS4&dlc=hide,True,64.0,0.0,0.0,14.99,Puzzle,LowPublishers,LowDevelopers,2015-07-07,2015.0,7.0,7.0,0
1497,Pocket God vs. Desert Ashes,Turn-based strategy,Bolt Creative,Nine-Tales Digital,,,2015-10-20,pocket+god+vs+desert+ashes,https://psprices.com/region-us/search/?q=pocket+god+vs+desert+ashes&platform=PS4&dlc=hide,True,,,,,Strategy,LowPublishers,LowDevelopers,2015-10-20,2015.0,10.0,20.0,1
1498,Pode,Adventure,Henchman & Goon,Altered Ventures,,2019-02-19,2019-02-19,pode,https://psprices.com/region-us/search/?q=pode&platform=PS4&dlc=hide,True,77.0,-0.00018768221729471444,-0.04235362036950722,24.99,Adventure,LowPublishers,LowDevelopers,2019-02-19,2019.0,2.0,19.0,0
1499,Poi,3D Platformer,PolyKid,PolyKid,,2017-06-27,2017-06-27,poi,https://psprices.com/region-us/search/?q=poi&platform=PS4&dlc=hide,True,80.0,-0.002711948788923457,0.464947343917401,19.99,Platformer,LowPublishers,LowDevelopers,2017-06-27,2017.0,6.0,27.0,1
1500,Polarity: Ultimate Edition,Puzzle,Bluebutton,Bluebutton,,,2017-05-30,polarity+ultimate+edition,https://psprices.com/region-us/search/?q=polarity+ultimate+edition&platform=PS4&dlc=hide,True,55.0,-0.0027988236191397982,-0.06623185987240421,12.99,Puzzle,LowPublishers,LowDevelopers,2017-05-30,2017.0,5.0,30.0,1
1501,Police Stories,Top-down shooter,Mighty Morgan,HypeTrain Digital,,2019-09-19,2019-09-19,police+stories,https://psprices.com/region-us/search/?q=police+stories&platform=PS4&dlc=hide,True,,,,,Shooter,LowPublishers,LowDevelopers,2019-09-19,2019.0,9.0,19.0,1
1502,Polybius,Shoot 'em up,Llamasoft,Llamasoft,,2017-05-07,2017-05-07,polybius,https://psprices.com/region-us/search/?q=polybius&platform=PS4&dlc=hide,True,85.0,0.0,0.0,15.49,Shooter,LowPublishers,MedDevelopers,2017-05-07,2017.0,5.0,7.0,0
1503,Pool Nation,Sports,Cherry Pop Games,Cherry Pop Games,2014-02-22,2019-07-09,2019-07-09,pool+nation,https://psprices.com/region-us/search/?q=pool+nation&platform=PS4&dlc=hide,True,,,,,Sports,LowPublishers,MedDevelopers,2019-07-09,2019.0,7.0,9.0,1
1504,Portal Knights,Role-playing,Keen Games,505 Games,2017-06-29,2017-04-28,2017-05-02,portal+knights,https://psprices.com/region-us/search/?q=portal+knights&platform=PS4&dlc=hide,True,71.0,-0.0008498610333485929,-0.01748844681767492,19.99,RPG,HighPublishers,LowDevelopers,2017-05-02,2017.0,5.0,2.0,0
1505,Power Rangers: Battle for the Grid,Fighting,nWay Games,Lionsgate Games,2019-04-02,2019-04-02,2019-04-02,power+rangers+battle+for+the+grid,https://psprices.com/region-us/search/?q=power+rangers+battle+for+the+grid&platform=PS4&dlc=hide,True,59.0,-0.0012341112503878844,0.017670964148567017,19.99,Action,LowPublishers,LowDevelopers,2019-04-02,2019.0,4.0,2.0,1
1506,Praetorians - HD Remaster,Real-time strategy,Torus Games,Kalypso Media,,,,praetorians+hd+remaster,https://psprices.com/region-us/search/?q=praetorians+hd+remaster&platform=PS4&dlc=hide,False,,,,,Strategy,MedPublishers,MedDevelopers,,,,,1
1507,Praey for the Gods,Action-adventure,No Matter Studios,No Matter Studios,,,,praey+for+the+gods,https://psprices.com/region-us/search/?q=praey+for+the+gods&platform=PS4&dlc=hide,False,,,,,Adventure,LowPublishers,LowDevelopers,,,,,1
1508,Predator: Hunting Grounds,Action,IllFonic20th Century Fox,Sony Interactive Entertainment,2020-04-24,2020-04-24,2020-04-24,predator+hunting+grounds,https://psprices.com/region-us/search/?q=predator+hunting+grounds&platform=PS4&dlc=hide,True,,,,,Action,HighPublishers,LowDevelopers,2020-04-24,2020.0,4.0,24.0,1
1509,Pressure Overdrive,Vehicular combat,Chasing Carrots,Chasing Carrots,,2017-07-25,2017-07-25,pressure+overdrive,https://psprices.com/region-us/search/?q=pressure+overdrive&platform=PS4&dlc=hide,True,,,,,Action,LowPublishers,LowDevelopers,2017-07-25,2017.0,7.0,25.0,1
